,,,,,,,,,,,
,Day,Date,Open,High,Low,Close,SMAVG (50) on Close,SMAVG (100) on Close,SMAVG (200) on Close,Volume,SMAVG (150
,Mo,11/18/2013,60.33,63.85,59.66,62.82,52.7018,59.3591,,1.626M,797.755k
,,,,,,,,,,,
,Fr,11/15/2013,61.58,62,59.01,59.75,52.7486,59.3206,,890.022k,711.334k
,Th,11/14/2013,61,64.7,59.5,60.59,52.8698,59.2761,,2.086M,665.937k
,We,11/13/2013,59.7,60.9,58.15,59,52.9898,59.2102,,1.066M,543.905k
,Tu,11/12/2013,60.99,61.85,59,61.64,53.1928,59.1375,,656.985k,496.748k
,Mo,11/11/2013,59,62.3,57.87,61.65,53.3536,59.0325,,1.052M,490.969k
,,,,,,,,,,,
,Fr,11/8/2013,54.41,58.5,54.41,58.3,53.4908,58.9095,,477.011k,481.434k
,Th,11/7/2013,59.74,59.74,54.1,54.56,53.7502,58.8241,,583.176k,516.065k
,We,11/6/2013,60,60.99,56.0501,57.69,54.0588,58.7933,,821.495k,513.92k
,Tu,11/5/2013,55.99,59.34,55,59.13,54.3058,58.7383,,1.19M,508.292k
,Mo,11/4/2013,52.25,55.25,51.36,55.1,54.5318,58.6518,,573.794k,485.067k
,,,,,,,,,,,
,Fr,11/1/2013,52.42,52.45,51.29,51.97,54.7858,58.6209,,179.426k,497.809k
,Th,10/31/2013,51.6,52.24,51,51.33,55.0735,58.5909,,258.698k,536.721k
,We,10/30/2013,52.01,52.68,51.29,51.55,55.4117,58.5967,,250.821k,599.815k
,Tu,10/29/2013,50.95,52.3,50.26,51.92,55.7665,58.5751,,254.534k,712.734k
,Mo,10/28/2013,52.8,53.21,50.31,50.98,56.0993,58.5139,,329.715k,852.696k
,,,,,,,,,,,
,Fr,10/25/2013,53.14,53.35,52.02,52.42,56.4045,58.483,,209.074k,951.972k
,Th,10/24/2013,52.99,53.25,52.2309,52.63,56.6259,58.3879,,255.778k,975.079k
,We,10/23/2013,50.6,52.85,50.35,52.48,56.9181,58.3065,,358.824k,1.007M
,Tu,10/22/2013,52,52.912,49.76,51.19,57.3819,58.2297,,570.299k,1.039M
,Mo,10/21/2013,54.71,54.8925,51.23,51.72,57.7733,58.214,,909.235k,1.077M
,,,,,,,,,,,
,Fr,10/18/2013,53.79,54.9,53.53,54.49,58.0529,58.1868,,996.488k,1.101M
,Th,10/17/2013,52.75,53.38,52.2,52.94,58.2947,58.114,,551.001k,1.094M
,We,10/16/2013,54.18,54.2366,51.64,51.83,58.5091,58.0493,,737.063k,1.23M
,Tu,10/15/2013,52.5,54.54,51.845,53.2,58.8321,57.981,,841.249k,1.238M
,Mo,10/14/2013,51,52.98,50.62,52.46,59.0495,57.89,,764.924k,1.281M
,,,,,,,,,,,
,Fr,10/11/2013,50.73,52.42,49.37,51.72,59.2579,57.7795,,763.106k,1.319M
,Th,10/10/2013,52.43,52.75,50.1,50.8,59.4597,57.6986,,1.205M,1.347M
,We,10/9/2013,52.7,53.27,49.2,50.76,59.6641,57.6247,,1.945M,1.377M
,Tu,10/8/2013,49.4,51.25,46.82,50.62,59.8975,57.5231,,2.354M,1.341M
,Mo,10/7/2013,44.29,49.48,44.0224,48.32,60.2145,57.3951,,1.819M,1.332M
,,,,,,,,,,,
,Fr,10/4/2013,43.01,45.25,42.46,44.19,60.5231,57.3234,,555.677k,1.38M
,Th,10/3/2013,43.64,43.95,42.01,43.01,60.8663,57.3675,,741.277k,1.408M
,We,10/2/2013,45.15,45.57,43.25,43.7,61.2365,57.381,,828.343k,1.536M
,Tu,10/1/2013,42.82,45.39,42.8001,45.39,61.6235,57.3646,,1.144M,1.546M
,Mo,9/30/2013,43.8,44,42.16,42.6,62.0291,57.3136,,1.269M,1.697M
,,,,,,,,,,,
,Fr,9/27/2013,44.62,46.25,44.6,45.08,62.4445,57.292,,888.022k,1.65M
,Th,9/26/2013,47.74,48.1,44.45,44.81,62.7561,57.251,,2.591M,1.611M
,We,9/25/2013,49.19,50.1,47.5,47.74,63.0965,57.1987,,854.672k,1.49M
,Tu,9/24/2013,49.67,51,48.61,48.93,63.2687,57.1046,,1.488M,1.45M
,Mo,9/23/2013,52.9,52.9,48.34,49.27,63.5745,56.9903,,1.339M,1.371M
,,,,,,,,,,,
,Fr,9/20/2013,55.38,56,52.11,52.49,63.9399,56.87,,1.179M,1.31M
,Th,9/19/2013,52.4,54.48,51.29,54.26,64.2797,56.7291,,1.667M,1.27M
,We,9/18/2013,49.5,51.77,49.5,51.26,64.5645,56.5534,,1.396M,1.19M
,Tu,9/17/2013,50.05,52.94,49,49.43,64.9643,56.4003,,2.213M,1.155M
,Mo,9/16/2013,57.48,57.5,50.78,50.8,65.3821,56.2664,,2.545M,1.054M
,,,,,,,,,,,
,Fr,9/13/2013,55.6,57.68,55.6,55.69,65.6799,56.1028,,972.753k,901.2k
,Th,9/12/2013,63,63.4,55.1201,55.54,65.8101,55.88,,2.663M,867.032k
,We,9/11/2013,62.28,64.29,62.26,62.64,66.0091,55.6425,,985.719k,705.436k
,Tu,9/10/2013,64.48,64.99,62.32,62.7,66.0361,55.3484,,3.407M,662.267k
,Mo,9/9/2013,65.75,66.19,64.151,65.16,66.0165,55.0649,,557.555k,464.89k
,,,,,,,,,,,
,Fr,9/6/2013,67.85,68.07,65,65.81,65.8927,54.7655,,304.926k,459.088k
,Th,9/5/2013,69.88,70.3,65.5,66.59,65.6825,54.4584,,784.285k,488.687k
,We,9/4/2013,69.87,69.87,68.6001,69.15,65.4307,54.1333,,247.359k,541.251k
,Tu,9/3/2013,70.99,71.5,68.883,69.68,65.0823,53.8134,,302.389k,627.751k
,,,,,,,,,,,
,Fr,8/30/2013,71.27,71.4999,68.24,68.51,64.7115,53.4781,,429.886k,673.967k
,Th,8/29/2013,70.05,72.88,70.01,71.27,64.3283,53.1463,,578.166k,682.34k
,We,8/28/2013,70.29,71.8999,69.01,69.99,63.8981,52.7435,,456.22k,672.706k
,Tu,8/27/2013,67.97,72.9,67.5,70.04,63.5279,52.3413,,885.628k,679.745k
,Mo,8/26/2013,68.5,71.9,68.0501,70.43,63.1709,51.9477,,689.894k,663.379k
,,,,,,,,,,,
,Fr,8/23/2013,67.22,67.98,66.6,67.8,62.7719,51.5519,,253.577k,635.866k
,Th,8/22/2013,66.63,67,64.75,66.354,62.4561,51.189,,460.228k,634.047k
,We,8/21/2013,69.03,69.37,66.8,68.24,62.1084,50.8559,,239.025k,619.254k
,Tu,8/20/2013,69.51,70.182,68.57,69.29,61.7818,50.5088,,338.19k,635.76k
,Mo,8/19/2013,66.5,69.33,66.5,68.56,61.3838,50.1509,,446.02k,653.144k
,,,,,,,,,,,
,Fr,8/16/2013,64.3,66.99,64.29,66.24,60.9286,49.7713,,470.532k,663.492k
,Th,8/15/2013,67.06,67.06,63,63.49,60.5616,49.4249,,748.911k,656.966k
,We,8/14/2013,65.68,70.85,63.52,67.24,60.15,49.1098,,1.573M,636.8k
,Tu,8/13/2013,74,78.8,70.8501,75.67,59.695,48.7574,,1.545M,553.664k
,Mo,8/12/2013,67.2,71.14,65.6,70.76,59.0776,48.3069,,995.638k,483.57k
,,,,,,,,,,,
,Fr,8/9/2013,67,69.84,65.5602,65.7,58.6548,47.9059,,555.481k,454.226k
,Th,8/8/2013,65,66.95,65,66.58,58.3208,47.5539,,433.646k,439.489k
,We,8/7/2013,67.69,67.69,62.7,63.66,57.9334,47.199,,561.812k,460.898k
,Tu,8/6/2013,64.29,68.4,64.2,67.98,57.5896,46.8705,,640.13k,499.438k
,Mo,8/5/2013,63.34,64.88,62.02,64.07,57.13,46.4981,,277.196k,595.53k
,,,,,,,,,,,
,Fr,8/2/2013,62.61,63.3316,61.38,62.88,56.7306,46.1389,,226.303k,655.638k
,Th,8/1/2013,61.81,63.15,61.621,61.81,56.3012,45.7886,,238.33k,667.479k
,We,7/31/2013,63.2,63.6,60.73,61.02,55.9376,45.4556,,486.614k,698.99k
,Tu,7/30/2013,65.99,66.4,62.2,62.43,55.5854,45.1263,,598.951k,721.092k
,Mo,7/29/2013,64.91,67.14,64.3,66.47,55.1488,44.7779,,601.242k,739.471k
,,,,,,,,,,,
,Fr,7/26/2013,61.29,63.859,60,63.75,54.5758,44.3811,,372.646k,743.927k
,Th,7/25/2013,59.2,61.98,59.15,61.35,54.1238,44.0088,,446.42k,745.024k
,We,7/24/2013,64.12,64.29,61.3,61.52,53.8688,43.6676,,325.696k,743.535k
,Tu,7/23/2013,66.88,66.89,61.42,63.05,53.5256,43.3167,,493.444k,751.569k
,Mo,7/22/2013,63.84,65.85,63.6026,65.67,53.1058,42.9581,,555.474k,760.236k
,,,,,,,,,,,
,Fr,7/19/2013,61.62,63.5,60.1,63.37,52.5982,42.5744,,334.428k,787.774k
,Th,7/18/2013,63.5,64.45,60.06,60.66,52.1396,42.1967,,754.78k,802.737k
,We,7/17/2013,56.96,62,56.92,61.83,51.746,41.8469,,1.14M,777.514k
,Tu,7/16/2013,64.25,65.95,55.5,56.35,51.301,41.4951,,2.082M,733.874k
,Mo,7/15/2013,65,66.47,62.2,64.22,50.9406,41.1944,,1.179M,615.487k
,,,,,,,,,,,
,Fr,7/12/2013,68.85,69.7199,67.27,67.54,50.4062,40.8077,,403.923k,567.21k
,Th,7/11/2013,71,71.2,68.68,69.48,49.8002,40.4033,,710.995k,571.814k
,We,7/10/2013,71,71.25,66.07,68.5,49.1786,39.9629,,818.145k,562.016k
,Tu,7/9/2013,72.52,75.37,69.64,71.25,48.5424,39.5497,,874.632k,531.062k
,Mo,7/8/2013,68.23,71,66.07,70.32,47.8364,39.1173,,668.084k,499.121k
,,,,,,,,,,,
,Fr,7/5/2013,64.9,65.7,63.3,65.69,47.1508,38.6891,,389.096k,484.266k
,We,7/3/2013,66.48,66.48,61.01,62.2,46.5258,38.3329,,424.085k,499.081k
,Tu,7/2/2013,64.87,66.449,64.05,65.49,45.95,38.0119,,446.214k,525.529k
,Mo,7/1/2013,63.37,66.9,62.21,63.99,45.276,37.6222,,623.449k,554.704k
,,,,,,,,,,,
,Fr,6/28/2013,60,64.5,59.07,61.72,44.6608,37.1623,,968.536k,549.803k
,Th,6/27/2013,56,59.86,56,58.97,44.1134,,,558.87k,527.047k
,We,6/26/2013,54.75,55.8,54.6,55.3,43.6384,,,376.439k,549.7k
,Tu,6/25/2013,52.62,54.3283,52.31,54,43.2344,,,485.327k,559.634k
,Mo,6/24/2013,49.81,51.8855,49.34,51.73,42.8358,,,305.688k,567.49k
,,,,,,,,,,,
,Fr,6/21/2013,51.51,51.6,49.9,51.14,42.5444,,,454.663k,617.503k
,Th,6/20/2013,49.5,50.95,49,49.35,42.2446,,,472.985k,639.888k
,We,6/19/2013,51.63,51.9899,49,49.76,41.9642,,,564.024k,645.097k
,Tu,6/18/2013,52.68,53.24,51,51.48,41.589,,,353.834k,637.277k
,Mo,6/17/2013,52,53.49,51.5,52.19,41.1548,,,395.517k,652.823k
,,,,,,,,,,,
,Fr,6/14/2013,51.9,53.25,50.25,50.48,40.7246,,,445.268k,648.923k
,Th,6/13/2013,48.31,52.25,46.85,52.01,40.332,,,611.318k,664.522k
,We,6/12/2013,52.04,52.62,48,48.97,39.922,,,820.802k,664.508k
,Tu,6/11/2013,49,53.36,47.55,51.91,39.6034,,,883.833k,651.949k
,Mo,6/10/2013,47.54,49.735,46.321,49.39,39.2358,,,549.936k,648.616k
,,,,,,,,,,,
,Fr,6/7/2013,47.87,48.679,45.5,45.8,38.918,,,627.206k,657.933k
,Th,6/6/2013,44,47.9,43.43,47.89,38.614,,,898.653k,694.546k
,We,6/5/2013,44,44.84,42.58,42.91,38.2882,,,525.452k,856.122k
,Tu,6/4/2013,46,47.5,43.58,44.49,38.0696,,,603.164k,924.529k
,Mo,6/3/2013,51,51.15,43.71,44.8,37.8198,,,1.056M,943.122k
,,,,,,,,,,,
,Fr,5/31/2013,49.25,51.88,46.63,49.62,37.5362,,,790.445k,900.663k
,Th,5/30/2013,47.22,49,47.22,49,37.157,,,551.108k,863.558k
,We,5/29/2013,46.47,47.699,45.68,47.21,36.787,,,446.736k,846.917k
,Tu,5/28/2013,46.8,47.7,45.26,46.47,36.4646,,,587.022k,838.341k
,,,,,,,,,,,
,Fr,5/24/2013,44.93,45,43.5,45,36.1514,,,337.019k,821.898k
,Th,5/23/2013,41.49,44.3,41,44.1,35.8662,,,679.253k,819.441k
,We,5/22/2013,44.04,44.95,40.5,41.41,35.5472,,,611.108k,799.984k
,Tu,5/21/2013,44.01,45.5,42.1,43.63,35.276,,,632.414k,774.569k
,Mo,5/20/2013,40.29,43.75,39.75,43.41,34.9736,,,833.83k,778.27k
,,,,,,,,,,,
,Fr,5/17/2013,39.2,40.9,38.5323,40.6,34.6672,,,689.691k,745.426k
,Th,5/16/2013,40.91,42.85,37.7,37.82,34.407,,,1.176M,710.003k
,We,5/15/2013,42.41,45.8,40.16,41.15,34.1864,,,3.322M,654.457k
,Tu,5/14/2013,46.13,49.11,45.84,48.6,33.8938,,,1.552M,451.553k
,Mo,5/13/2013,45.06,45.5,43.3101,44.36,33.4664,,,882.063k,368.545k
,,,,,,,,,,,
,Fr,5/10/2013,40.92,42.47,40.293,42.06,33.1078,,,418.999k,348.513k
,Th,5/9/2013,40.65,41.335,39.89,40.29,32.8104,,,233.872k,336.466k
,We,5/8/2013,40.97,41.46,39.8,40.44,32.5506,,,301.487k,337.058k
,Tu,5/7/2013,40,41.2,39.4128,40.98,32.2538,,,318.103k,339.518k
,Mo,5/6/2013,39.26,39.73,38.5,39.58,31.9478,,,340.379k,338.092k
,,,,,,,,,,,
,Fr,5/3/2013,38.08,39.475,37.9,38.33,31.6892,,,300.168k,348.157k
,Th,5/2/2013,37.65,39.29,37.22,37.5,31.4481,,,387.384k,354.805k
,We,5/1/2013,38.67,38.67,37.11,37.24,31.2091,,,229.889k,380.888k
,Tu,4/30/2013,36.66,38.7,35.24,38.4,31.0063,,,687.928k,427.734k
,Mo,4/29/2013,36.19,37.8699,35.84,36.69,30.7471,,,341.174k,408.989k
,,,,,,,,,,,
,Fr,4/26/2013,36.24,36.25,35,35.95,30.5569,,,158.338k,399.817k
,Th,4/25/2013,34.69,36.1482,34.45,36.04,30.3981,,,343.231k,404.351k
,We,4/24/2013,33.46,34.83,33.22,34.44,30.2273,,,278.73k,407.632k
,Tu,4/23/2013,32,33.98,32,33.41,30.1399,,,306.423k,414.238k
,Mo,4/22/2013,33.45,33.7999,30.78,31.79,30.0737,,,581.585k,414.378k
,,,,,,,,,,,
,Fr,4/19/2013,34.47,34.762,33.02,33.23,29.9683,,,238.303k,425.266k
,Th,4/18/2013,35.46,35.6,33.9301,34.35,29.6637,,,242.745k,572.837k
,We,4/17/2013,34.71,35.47,33.461,35.22,,,,338.394k,588.83k
,Tu,4/16/2013,35.5,36,34.33,35.1,,,,296.708k,607.932k
,Mo,4/15/2013,37.18,37.54,33.97,34.071,,,,491.354k,609.297k
,,,,,,,,,,,
,Fr,4/12/2013,35.9,37.57,35.071,37.16,,,,399.883k,620.109k
,Th,4/11/2013,35.6,36.6,33.9,36.15,,,,778.632k,601.811k
,We,4/10/2013,31.3,35.99,31.3,35.33,,,,932.576k,562.654k
,Tu,4/9/2013,29.66,31.36,29.5,31,,,,406.764k,522.154k
,Mo,4/8/2013,30.68,30.68,29.6,29.769,,,,203.592k,518.218k
,,,,,,,,,,,
,Fr,4/5/2013,29.91,31.19,29.41,30.68,,,,226.34k,541.633k
,Th,4/4/2013,31.44,31.55,29.5,30.85,,,,392.454k,595.571k
,We,4/3/2013,33.32,33.38,31.12,31.51,,,,377.82k,579.391k
,Tu,4/2/2013,33.99,33.99,32.66,33.04,,,,308.525k,574.402k
,Mo,4/1/2013,34.11,34.5,32.751,33.53,,,,744.897k,566.209k
,,,,,,,,,,,
,Th,3/28/2013,32.25,34.28,31.12,33.5,,,,2.452M,531.848k
,We,3/27/2013,31.22,31.3282,30.1,30.6,,,,482.643k,388.231k
,Tu,3/26/2013,32.27,33.3699,31.14,31.6,,,,624.928k,373.561k
,Mo,3/25/2013,32.28,32.72,30.87,31.98,,,,317.176k,360.649k
,,,,,,,,,,,
,Fr,3/22/2013,30.64,32.3,30.64,32,,,,653.535k,394.548k
,Th,3/21/2013,30.27,31.073,30.07,30.62,,,,125.411k,365.456k
,We,3/20/2013,30.58,31.1697,29.84,30.66,,,,191.278k,389.653k
,Tu,3/19/2013,31.24,31.41,29.23,30.5,,,,325.084k,405.58k
,Mo,3/18/2013,30.24,31.49,29.5,31.09,,,,347.715k,397.256k
,,,,,,,,,,,
,Fr,3/15/2013,30.88,31.36,29.65,30.81,,,,554.822k,427.645k
,Th,3/14/2013,28.25,30.85,28.2,30.74,,,,1.035M,410.738k
,We,3/13/2013,28.25,28.3,27.72,28.15,,,,149.741k,376.376k
,Tu,3/12/2013,28.9,28.9,27.6,27.85,,,,302.989k,403.491k
,Mo,3/11/2013,28.1,28.65,28,28.51,,,,185.628k,448.757k
,,,,,,,,,,,
,Fr,3/8/2013,27.9,28.35,27.55,28.09,,,,229.488k,500.167k
,Th,3/7/2013,26.95,27.74,26.5,27.59,,,,297.614k,606.088k
,We,3/6/2013,27.22,27.5,26.62,26.79,,,,262.582k,680.537k
,Tu,3/5/2013,28,28.1478,26.3,26.52,,,,431.255k,753.472k
,Mo,3/4/2013,27.75,28.82,26.995,27.23,,,,825.653k,842.94k
,,,,,,,,,,,
,Fr,3/1/2013,26.58,27.49,26.07,26.43,,,,217.166k,1.047M
,Th,2/28/2013,27.3,28.2,26.58,27.19,,,,488.365k,1.471M
,We,2/27/2013,25.69,27.5,25.61,27.3001,,,,430.186k,
,Tu,2/26/2013,26,26.25,25.36,25.6,,,,200.224k,
,Mo,2/25/2013,26,27.83,25.11,25.68,,,,803.541k,
,,,,,,,,,,,
,Fr,2/22/2013,27.35,27.35,26.1,26.65,,,,301.216k,
,Th,2/21/2013,25.22,26.45,24.16,26.275,,,,519.994k,
,We,2/20/2013,27.45,27.72,25.2,25.55,,,,556.461k,
,Tu,2/19/2013,25.09,27.2,24.13,27.1,,,,981.98k,
,,,,,,,,,,,
,Fr,2/15/2013,27.25,27.8,25.37,25.44,,,,956.775k,
,Th,2/14/2013,28.5,29.88,25.71,27.18,,,,1.818M,
,We,2/13/2013,29.11,30.05,27.75,28.01,,,,1.414M,
,Tu,2/12/2013,30.07,30.1,27.26,27.5,,,,1.357M,
,Mo,2/11/2013,32.27,33.5,29.8,30.071,,,,1.773M,
,,,,,,,,,,,
,Fr,2/8/2013,27.4,33.6,27.2,30.1,,,,3.884M,
,Th,2/7/2013,23.66,27.25,23.5,26.52,,,,6.575M,
,We,2/6/2013,18,18,18,18,,,,,
